             	node1  Z	node2  Z	node3  Z	node4  Z	node5  Z	node6  Z	node7  Z	node8  Z	node9  Z	node10 Z	node11 Z	node12 Z	node13 Z	node14 Z	node15 Z	node16 Z	node17 Z	node18 Z	node19 Z	node20 Z	node21 Z	node22 Z	node23 Z	node24 Z	node25 Z	node26 Z	node27 Z	node28 Z	node29 Z	node30 Z	node31 Z	node32 Z	node33 Z	node34 Z	node35 Z	node36 Z	node37 Z	node38 Z	node39 Z	node40 Z	node41 Z	node42 Z	node43 Z	node44 Z	node45 Z	node46 Z	node47 Z	node48 Z	node49 Z	node50 Z	node51 Z	node52 Z	node53 Z	node54 Z	node55 Z	node56 Z	node57 Z	node58 Z	node59 Z	node60 Z	node61 Z	node62 Z	node63 Z	node64 Z	node65 Z	node66 Z	node67 Z	node68 Z	node69 Z	node70 Z	node71 Z	node72 Z	node73 Z	node74 Z	node75 Z	node76 Z	node77 Z	node78 Z	node79 Z	node80 Z	node81 Z	node82 Z	node83 Z	node84 Z	node85 Z	node86 Z	node87 Z	node88 Z	node89 Z	node90 Z	node91 Z	node92 Z	node93 Z	node94 Z	node95 Z	node96 Z	node97 Z	node98 Z	node99 Z	node100Z	
Time=1.890000	0.048159	0.144478	0.240796	0.337114	0.433433	0.529752	0.626071	0.722391	0.818711	0.915031	1.011352	1.107673	1.203995	1.300317	1.396639	1.492961	1.589284	1.685608	1.781932	1.878256	1.974580	2.070905	2.167229	2.263554	2.359880	2.456205	2.552531	2.648856	2.745182	2.841508	2.937834	3.034160	3.130486	3.226812	3.323138	3.419463	3.515789	3.612115	3.708440	3.804766	3.901091	3.997416	4.093741	4.190066	4.286391	4.382716	4.479041	4.575366	4.671690	4.768015	4.864340	4.960664	5.056989	5.153313	5.249638	5.345962	5.442287	5.538612	5.634936	5.731261	5.827586	5.923911	6.020237	6.116562	6.212887	6.309213	6.405538	6.501864	6.598190	6.694516	6.790842	6.887168	6.983494	7.079819	7.176145	7.272471	7.368796	7.465121	7.561446	7.657771	7.754095	7.850419	7.946743	8.043066	8.139388	8.235711	8.332032	8.428353	8.524674	8.620994	8.717314	8.813633	8.909951	9.006270	9.102587	9.198905	9.295222	9.391538	9.487855	9.584171	
Time=1.900000	0.048159	0.144477	0.240795	0.337113	0.433432	0.529751	0.626070	0.722389	0.818709	0.915029	1.011349	1.107670	1.203992	1.300314	1.396636	1.492958	1.589282	1.685605	1.781929	1.878253	1.974577	2.070902	2.167227	2.263552	2.359877	2.456203	2.552528	2.648854	2.745180	2.841505	2.937831	3.034157	3.130483	3.226809	3.323134	3.419460	3.515785	3.612111	3.708436	3.804761	3.901086	3.997411	4.093736	4.190061	4.286385	4.382710	4.479034	4.575359	4.671684	4.768008	4.864333	4.960657	5.056982	5.153306	5.249631	5.345956	5.442280	5.538605	5.634930	5.731255	5.827581	5.923906	6.020231	6.116557	6.212883	6.309208	6.405534	6.501860	6.598186	6.694512	6.790838	6.887164	6.983490	7.079816	7.176142	7.272467	7.368792	7.465117	7.561442	7.657767	7.754091	7.850415	7.946738	8.043061	8.139384	8.235706	8.332028	8.428349	8.524670	8.620990	8.717310	8.813630	8.909949	9.006267	9.102586	9.198904	9.295222	9.391539	9.487857	9.584174	
Time=1.910000	0.048159	0.144477	0.240795	0.337113	0.433432	0.529750	0.626069	0.722389	0.818708	0.915029	1.011349	1.107670	1.203992	1.300314	1.396636	1.492958	1.589281	1.685605	1.781929	1.878253	1.974577	2.070902	2.167227	2.263552	2.359877	2.456203	2.552528	2.648854	2.745180	2.841505	2.937831	3.034157	3.130482	3.226808	3.323133	3.419459	3.515784	3.612109	3.708434	3.804759	3.901084	3.997409	4.093734	4.190058	4.286383	4.382708	4.479032	4.575357	4.671681	4.768006	4.864330	4.960655	5.056980	5.153305	5.249630	5.345955	5.442280	5.538605	5.634931	5.731256	5.827582	5.923907	6.020233	6.116559	6.212885	6.309211	6.405537	6.501864	6.598190	6.694516	6.790842	6.887168	6.983494	7.079820	7.176145	7.272471	7.368796	7.465121	7.561445	7.657770	7.754094	7.850418	7.946741	8.043064	8.139387	8.235709	8.332031	8.428352	8.524673	8.620994	8.717314	8.813634	8.909954	9.006274	9.102593	9.198912	9.295230	9.391549	9.487867	9.584186	
Time=1.920000	0.048159	0.144477	0.240796	0.337114	0.433433	0.529752	0.626071	0.722390	0.818710	0.915031	1.011351	1.107673	1.203994	1.300316	1.396638	1.492961	1.589284	1.685608	1.781932	1.878256	1.974580	2.070905	2.167230	2.263555	2.359880	2.456206	2.552531	2.648857	2.745182	2.841508	2.937834	3.034159	3.130485	3.226810	3.323136	3.419461	3.515786	3.612111	3.708436	3.804761	3.901086	3.997411	4.093735	4.190060	4.286385	4.382710	4.479034	4.575359	4.671684	4.768009	4.864334	4.960659	5.056984	5.153309	5.249635	5.345960	5.442286	5.538612	5.634938	5.731264	5.827590	5.923916	6.020242	6.116568	6.212895	6.309221	6.405547	6.501874	6.598200	6.694526	6.790852	6.887178	6.983504	7.079830	7.176155	7.272481	7.368806	7.465130	7.561455	7.657779	7.754103	7.850427	7.946750	8.043073	8.139396	8.235718	8.332040	8.428362	8.524684	8.621005	8.717326	8.813646	8.909967	9.006287	9.102607	9.198926	9.295246	9.391565	9.487884	9.584204	
Time=1.930000	0.048159	0.144478	0.240797	0.337116	0.433435	0.529754	0.626074	0.722394	0.818714	0.915035	1.011356	1.107677	1.203999	1.300321	1.396644	1.492967	1.589290	1.685613	1.781937	1.878261	1.974586	2.070910	2.167235	2.263560	2.359886	2.456211	2.552536	2.648862	2.745187	2.841513	2.937838	3.034164	3.130489	3.226815	3.323140	3.419466	3.515791	3.612116	3.708441	3.804766	3.901091	3.997416	4.093741	4.190066	4.286391	4.382716	4.479041	4.575366	4.671692	4.768017	4.864342	4.960668	5.056994	5.153320	5.249646	5.345972	5.442298	5.538624	5.634950	5.731277	5.827603	5.923930	6.020257	6.116583	6.212910	6.309236	6.405563	6.501889	6.598216	6.694542	6.790868	6.887194	6.983520	7.079845	7.176170	7.272496	7.368821	7.465145	7.561470	7.657794	7.754118	7.850442	7.946765	8.043088	8.139411	8.235733	8.332056	8.428378	8.524699	8.621021	8.717342	8.813663	8.909984	9.006305	9.102625	9.198946	9.295266	9.391586	9.487906	9.584226	
Time=1.940000	0.048160	0.144479	0.240799	0.337118	0.433438	0.529758	0.626078	0.722399	0.818719	0.915041	1.011362	1.107684	1.204006	1.300328	1.396651	1.492974	1.589297	1.685621	1.781945	1.878269	1.974593	2.070918	2.167242	2.263567	2.359892	2.456218	2.552543	2.648868	2.745194	2.841519	2.937845	3.034170	3.130496	3.226821	3.323147	3.419472	3.515797	3.612123	3.708448	3.804773	3.901099	3.997424	4.093749	4.190075	4.286400	4.382726	4.479051	4.575377	4.671703	4.768029	4.864355	4.960681	5.057007	5.153334	5.249660	5.345987	5.442314	5.538640	5.634967	5.731294	5.827621	5.923948	6.020274	6.116601	6.212928	6.309254	6.405581	6.501907	6.598234	6.694560	6.790886	6.887212	6.983538	7.079863	7.176188	7.272513	7.368838	7.465163	7.561487	7.657812	7.754135	7.850459	7.946783	8.043106	8.139429	8.235751	8.332074	8.428396	8.524718	8.621040	8.717361	8.813683	8.910004	9.006325	9.102645	9.198966	9.295287	9.391607	9.487927	9.584248	
Time=1.950000	0.048160	0.144481	0.240801	0.337121	0.433441	0.529762	0.626083	0.722404	0.818725	0.915047	1.011369	1.107691	1.204013	1.300336	1.396659	1.492982	1.589305	1.685629	1.781952	1.878276	1.974601	2.070925	2.167250	2.263575	2.359900	2.456225	2.552550	2.648875	2.745200	2.841526	2.937851	3.034177	3.130502	3.226828	3.323154	3.419479	3.515805	3.612131	3.708456	3.804782	3.901108	3.997433	4.093759	4.190085	4.286411	4.382737	4.479063	4.575390	4.671716	4.768043	4.864369	4.960696	5.057023	5.153350	5.249676	5.346003	5.442330	5.538658	5.634985	5.731312	5.827639	5.923965	6.020292	6.116619	6.212946	6.309273	6.405599	6.501925	6.598252	6.694578	6.790904	6.887229	6.983555	7.079881	7.176206	7.272531	7.368856	7.465180	7.561505	7.657829	7.754153	7.850477	7.946800	8.043124	8.139447	8.235769	8.332092	8.428414	8.524736	8.621058	8.717380	8.813701	8.910022	9.006343	9.102664	9.198985	9.295305	9.391625	9.487945	9.584266	
Time=1.960000	0.048161	0.144482	0.240803	0.337123	0.433445	0.529766	0.626087	0.722409	0.818731	0.915053	1.011375	1.107697	1.204020	1.300343	1.396665	1.492989	1.589312	1.685635	1.781959	1.878283	1.974607	2.070932	2.167256	2.263581	2.359906	2.456231	2.552556	2.648881	2.745206	2.841532	2.937857	3.034183	3.130508	3.226834	3.323160	3.419486	3.515812	3.612138	3.708464	3.804790	3.901116	3.997442	4.093769	4.190095	4.286422	4.382748	4.479075	4.575402	4.671729	4.768056	4.864383	4.960710	5.057037	5.153364	5.249691	5.346018	5.442345	5.538673	5.635000	5.731327	5.827654	5.923980	6.020307	6.116634	6.212961	6.309287	6.405613	6.501940	6.598266	6.694592	6.790918	6.887243	6.983569	7.079894	7.176220	7.272545	7.368870	7.465194	7.561519	7.657843	7.754167	7.850491	7.946815	8.043138	8.139461	8.235784	8.332107	8.428429	8.524751	8.621073	8.717394	8.813715	8.910036	9.006357	9.102677	9.198997	9.295317	9.391637	9.487956	9.584276	
Time=1.970000	0.048161	0.144482	0.240804	0.337125	0.433447	0.529769	0.626091	0.722412	0.818735	0.915057	1.011379	1.107702	1.204024	1.300347	1.396670	1.492993	1.589316	1.685640	1.781964	1.878287	1.974611	2.070936	2.167260	2.263584	2.359909	2.456234	2.552559	2.648884	2.745209	2.841535	2.937860	3.034186	3.130512	3.226838	3.323164	3.419490	3.515816	3.612143	3.708469	3.804796	3.901122	3.997449	4.093776	4.190103	4.286430	4.382757	4.479084	4.575411	4.671738	4.768065	4.864392	4.960720	5.057047	5.153374	5.249701	5.346028	5.442355	5.538682	5.635009	5.731336	5.827662	5.923989	6.020316	6.116642	6.212969	6.309295	6.405621	6.501947	6.598273	6.694599	6.790925	6.887251	6.983576	7.079902	7.176227	7.272552	7.368877	7.465202	7.561526	7.657851	7.754175	7.850499	7.946823	8.043146	8.139469	8.235792	8.332114	8.428437	8.524758	8.621080	8.717401	8.813722	8.910042	9.006362	9.102682	9.199001	9.295321	9.391639	9.487958	9.584277	
Time=1.980000	0.048161	0.144483	0.240804	0.337126	0.433448	0.529770	0.626092	0.722413	0.818736	0.915058	1.011380	1.107703	1.204025	1.300348	1.396671	1.492994	1.589317	1.685640	1.781964	1.878288	1.974611	2.070936	2.167260	2.263584	2.359909	2.456234	2.552559	2.648884	2.745209	2.841535	2.937860	3.034186	3.130512	3.226838	3.323164	3.419491	3.515817	3.612144	3.708471	3.804797	3.901124	3.997451	4.093778	4.190105	4.286433	4.382760	4.479087	4.575414	4.671741	4.768068	4.864395	4.960722	5.057049	5.153376	5.249703	5.346030	5.442356	5.538683	5.635009	5.731336	5.827662	5.923989	6.020315	6.116641	6.212967	6.309293	6.405619	6.501945	6.598271	6.694597	6.790923	6.887249	6.983574	7.079900	7.176225	7.272550	7.368876	7.465200	7.561525	7.657850	7.754174	7.850498	7.946821	8.043145	8.139468	8.235791	8.332113	8.428435	8.524756	8.621077	8.717398	8.813718	8.910038	9.006357	9.102676	9.198995	9.295313	9.391631	9.487949	9.584267	
Time=1.990000	0.048161	0.144482	0.240804	0.337125	0.433446	0.529768	0.626090	0.722411	0.818733	0.915055	1.011377	1.107699	1.204022	1.300344	1.396667	1.492990	1.589313	1.685636	1.781959	1.878283	1.974607	2.070931	2.167255	2.263579	2.359904	2.456229	2.552554	2.648879	2.745204	2.841530	2.937856	3.034182	3.130508	3.226834	3.323160	3.419487	3.515814	3.612140	3.708467	3.804794	3.901121	3.997448	4.093775	4.190102	4.286429	4.382756	4.479083	4.575409	4.671736	4.768063	4.864389	4.960716	5.057042	5.153369	5.249695	5.346021	5.442347	5.538674	5.635000	5.731326	5.827652	5.923978	6.020304	6.116630	6.212955	6.309281	6.405607	6.501933	6.598259	6.694585	6.790911	6.887237	6.983562	7.079888	7.176213	7.272539	7.368864	7.465189	7.561513	7.657838	7.754162	7.850486	7.946810	8.043133	8.139456	8.235778	8.332100	8.428422	8.524743	8.621064	8.717384	8.813704	8.910023	9.006341	9.102660	9.198978	9.295295	9.391612	9.487929	9.584246	
Time=2.000000	0.048160	0.144481	0.240801	0.337122	0.433443	0.529764	0.626084	0.722405	0.818727	0.915048	1.011370	1.107692	1.204014	1.300336	1.396658	1.492981	1.589304	1.685627	1.781950	1.878273	1.974597	2.070921	2.167245	2.263570	2.359894	2.456219	2.552544	2.648870	2.745195	2.841521	2.937847	3.034173	3.130499	3.226825	3.323152	3.419478	3.515805	3.612131	3.708458	3.804785	3.901111	3.997438	4.093764	4.190091	4.286417	4.382743	4.479070	4.575396	4.671722	4.768048	4.864374	4.960700	5.057025	5.153351	5.249677	5.346002	5.442328	5.538653	5.634979	5.731305	5.827630	5.923956	6.020282	6.116607	6.212933	6.309259	6.405585	6.501911	6.598237	6.694563	6.790888	6.887214	6.983540	7.079866	7.176191	7.272517	7.368842	7.465167	7.561492	7.657816	7.754140	7.850464	7.946787	8.043111	8.139433	8.235755	8.332077	8.428398	8.524719	8.621039	8.717359	8.813678	8.909997	9.006315	9.102633	9.198950	9.295267	9.391584	9.487900	9.584216	
Time=2.010000	0.048160	0.144479	0.240798	0.337117	0.433437	0.529757	0.626076	0.722396	0.818717	0.915038	1.011358	1.107679	1.204001	1.300323	1.396645	1.492967	1.589290	1.685612	1.781936	1.878259	1.974583	2.070907	2.167231	2.263555	2.359880	2.456205	2.552531	2.648856	2.745182	2.841507	2.937833	3.034159	3.130486	3.226812	3.323138	3.419464	3.515791	3.612117	3.708443	3.804769	3.901095	3.997421	4.093747	4.190072	4.286398	4.382723	4.479049	4.575374	4.671699	4.768024	4.864349	4.960674	5.056999	5.153324	5.249649	5.345974	5.442299	5.538624	5.634949	5.731274	5.827600	5.923925	6.020251	6.116576	6.212902	6.309228	6.405554	6.501880	6.598206	6.694532	6.790858	6.887184	6.983509	7.079835	7.176161	7.272486	7.368811	7.465136	7.561461	7.657785	7.754109	7.850433	7.946756	8.043079	8.139401	8.235723	8.332044	8.428365	8.524686	8.621006	8.717325	8.813644	8.909962	9.006280	9.102597	9.198915	9.295231	9.391547	9.487864	9.584180	
Time=2.020000	0.048159	0.144476	0.240794	0.337112	0.433430	0.529748	0.626066	0.722385	0.818704	0.915024	1.011344	1.107664	1.203985	1.300306	1.396628	1.492950	1.589272	1.685595	1.781918	1.878241	1.974565	2.070889	2.167214	2.263538	2.359863	2.456188	2.552514	2.648839	2.745165	2.841491	2.937817	3.034143	3.130469	3.226795	3.323120	3.419446	3.515772	3.612097	3.708423	3.804748	3.901073	3.997398	4.093723	4.190047	4.286372	4.382696	4.479021	4.575345	4.671669	4.767993	4.864317	4.960641	5.056966	5.153290	5.249614	5.345939	5.442263	5.538588	5.634913	5.731238	5.827563	5.923889	6.020214	6.116540	6.212866	6.309191	6.405517	6.501843	6.598169	6.694495	6.790821	6.887147	6.983473	7.079799	7.176124	7.272450	7.368775	7.465099	7.561424	7.657748	7.754072	7.850395	7.946718	8.043041	8.139363	8.235685	8.332006	8.428327	8.524647	8.620966	8.717286	8.813604	8.909923	9.006240	9.102558	9.198875	9.295192	9.391508	9.487824	9.584140	
Time=2.030000	0.048158	0.144474	0.240789	0.337105	0.433421	0.529738	0.626055	0.722373	0.818691	0.915009	1.011328	1.107647	1.203968	1.300288	1.396609	1.492931	1.589253	1.685576	1.781899	1.878222	1.974546	2.070870	2.167195	2.263520	2.359845	2.456170	2.552496	2.648821	2.745147	2.841473	2.937798	3.034124	3.130450	3.226775	3.323100	3.419425	3.515750	3.612075	3.708400	3.804724	3.901048	3.997372	4.093695	4.190019	4.286342	4.382666	4.478989	4.575312	4.671635	4.767959	4.864282	4.960606	5.056929	5.153253	5.249577	5.345901	5.442225	5.538550	5.634875	5.731200	5.827525	5.923850	6.020176	6.116502	6.212828	6.309154	6.405480	6.501806	6.598132	6.694458	6.790784	6.887110	6.983436	7.079761	7.176087	7.272412	7.368737	7.465061	7.561385	7.657709	7.754033	7.850356	7.946679	8.043001	8.139323	8.235645	8.331966	8.428286	8.524606	8.620926	8.717245	8.813564	8.909882	9.006200	9.102518	9.198835	9.295152	9.391469	9.487786	9.584102	
Time=2.040000	0.048157	0.144471	0.240785	0.337099	0.433414	0.529729	0.626044	0.722360	0.818677	0.914995	1.011313	1.107631	1.203951	1.300271	1.396592	1.492913	1.589235	1.685557	1.781880	1.878204	1.974528	2.070852	2.167177	2.263502	2.359827	2.456153	2.552478	2.648804	2.745129	2.841455	2.937780	3.034106	3.130431	3.226755	3.323080	3.419404	3.515729	3.612052	3.708376	3.804699	3.901022	3.997345	4.093668	4.189990	4.286312	4.382635	4.478957	4.575280	4.671602	4.767925	4.864248	4.960571	5.056894	5.153218	5.249542	5.345866	5.442190	5.538515	5.634840	5.731165	5.827490	5.923816	6.020141	6.116467	6.212793	6.309120	6.405446	6.501772	6.598098	6.694424	6.790750	6.887076	6.983402	7.079727	7.176052	7.272377	7.368702	7.465026	7.561350	7.657674	7.753997	7.850320	7.946643	8.042965	8.139287	8.235608	8.331929	8.428250	8.524570	8.620889	8.717209	8.813528	8.909847	9.006165	9.102483	9.198801	9.295119	9.391436	9.487753	9.584070	
Time=2.050000	0.048156	0.144469	0.240781	0.337094	0.433407	0.529721	0.626036	0.722351	0.818666	0.914983	1.011300	1.107618	1.203937	1.300257	1.396577	1.492898	1.589220	1.685543	1.781866	1.878189	1.974513	2.070838	2.167163	2.263488	2.359813	2.456138	2.552464	2.648789	2.745115	2.841440	2.937765	3.034090	3.130414	3.226738	3.323062	3.419386	3.515709	3.612032	3.708355	3.804677	3.900999	3.997321	4.093643	4.189965	4.286287	4.382609	4.478931	4.575253	4.671575	4.767897	4.864220	4.960543	5.056866	5.153190	5.249514	5.345838	5.442163	5.538488	5.634813	5.731138	5.827464	5.923790	6.020116	6.116442	6.212768	6.309094	6.405420	6.501747	6.598073	6.694399	6.790725	6.887051	6.983376	7.079701	7.176026	7.272351	7.368676	7.465000	7.561323	7.657647	7.753970	7.850293	7.946615	8.042937	8.139259	8.235580	8.331901	8.428222	8.524542	8.620862	8.717182	8.813501	8.909821	9.006139	9.102458	9.198777	9.295095	9.391413	9.487731	9.584049	
Time=2.060000	0.048156	0.144467	0.240779	0.337091	0.433403	0.529716	0.626030	0.722344	0.818659	0.914976	1.011292	1.107610	1.203929	1.300248	1.396569	1.492890	1.589211	1.685534	1.781857	1.878180	1.974505	2.070829	2.167154	2.263479	2.359804	2.456130	2.552455	2.648780	2.745105	2.841430	2.937755	3.034079	3.130403	3.226727	3.323050	3.419373	3.515696	3.612018	3.708340	3.804662	3.900984	3.997305	4.093627	4.189948	4.286270	4.382591	4.478913	4.575235	4.671557	4.767880	4.864203	4.960526	5.056850	5.153174	5.249498	5.345823	5.442148	5.538473	5.634799	5.731124	5.827450	5.923777	6.020103	6.116429	6.212755	6.309082	6.405408	6.501734	6.598060	6.694386	6.790712	6.887038	6.983363	7.079688	7.176013	7.272338	7.368662	7.464986	7.561309	7.657633	7.753956	7.850278	7.946601	8.042923	8.139245	8.235566	8.331887	8.428208	8.524529	8.620849	8.717169	8.813489	8.909809	9.006128	9.102447	9.198766	9.295085	9.391404	9.487722	9.584041	
Time=2.070000	0.048156	0.144467	0.240778	0.337090	0.433402	0.529715	0.626029	0.722343	0.818658	0.914974	1.011291	1.107609	1.203927	1.300247	1.396567	1.492888	1.589210	1.685533	1.781856	1.878179	1.974503	2.070828	2.167153	2.263477	2.359802	2.456128	2.552453	2.648777	2.745102	2.841427	2.937751	3.034075	3.130399	3.226722	3.323045	3.419367	3.515690	3.612012	3.708334	3.804656	3.900977	3.997299	4.093620	4.189942	4.286264	4.382586	4.478908	4.575230	4.671553	4.767876	4.864200	4.960524	5.056848	5.153172	5.249497	5.345823	5.442148	5.538474	5.634800	5.731126	5.827452	5.923779	6.020105	6.116432	6.212758	6.309084	6.405411	6.501737	6.598063	6.694389	6.790714	6.887040	6.983365	7.079690	7.176015	7.272339	7.368663	7.464987	7.561311	7.657634	7.753957	7.850280	7.946602	8.042924	8.139246	8.235568	8.331889	8.428210	8.524531	8.620852	8.717172	8.813493	8.909813	9.006133	9.102452	9.198772	9.295091	9.391410	9.487729	9.584049	
Time=2.080000	0.048156	0.144468	0.240780	0.337092	0.433405	0.529718	0.626032	0.722347	0.818662	0.914979	1.011296	1.107614	1.203933	1.300253	1.396573	1.492895	1.589217	1.685539	1.781862	1.878186	1.974510	2.070834	2.167158	2.263483	2.359808	2.456133	2.552457	2.648782	2.745106	2.841431	2.937755	3.034078	3.130402	3.226725	3.323048	3.419371	3.515693	3.612016	3.708338	3.804660	3.900982	3.997304	4.093626	4.189948	4.286271	4.382594	4.478917	4.575240	4.671563	4.767887	4.864212	4.960536	5.056861	5.153186	5.249512	5.345838	5.442164	5.538490	5.634817	5.731143	5.827470	5.923796	6.020123	6.116450	6.212776	6.309102	6.405429	6.501755	6.598081	6.694406	6.790732	6.887057	6.983382	7.079707	7.176032	7.272356	7.368680	7.465004	7.561328	7.657651	7.753974	7.850297	7.946620	8.042942	8.139264	8.235586	8.331908	8.428229	8.524550	8.620871	8.717192	8.813513	8.909833	9.006153	9.102473	9.198793	9.295113	9.391432	9.487752	9.584071	
Time=2.090000	0.048157	0.144470	0.240783	0.337097	0.433411	0.529725	0.626040	0.722356	0.818673	0.914990	1.011308	1.107626	1.203946	1.300266	1.396587	1.492908	1.589230	1.685553	1.781876	1.878199	1.974523	2.070847	2.167171	2.263495	2.359820	2.456144	2.552468	2.648793	2.745117	2.841441	2.937765	3.034089	3.130412	3.226736	3.323059	3.419382	3.515705	3.612028	3.708351	3.804674	3.900997	3.997320	4.093643	4.189966	4.286290	4.382614	4.478938	4.575262	4.671587	4.767912	4.864237	4.960562	5.056888	5.153214	5.249540	5.345867	5.442193	5.538520	5.634847	5.731174	5.827500	5.923827	6.020154	6.116480	6.212807	6.309133	6.405459	6.501785	6.598111	6.694437	6.790762	6.887088	6.983413	7.079737	7.176062	7.272386	7.368711	7.465035	7.561358	7.657682	7.754005	7.850328	7.946651	8.042974	8.139296	8.235618	8.331940	8.428262	8.524583	8.620904	8.717225	8.813546	8.909867	9.006187	9.102507	9.198827	9.295147	9.391466	9.487786	9.584105	
Time=2.100000	0.048158	0.144473	0.240788	0.337103	0.433419	0.529735	0.626052	0.722369	0.818687	0.915005	1.011324	1.107643	1.203963	1.300284	1.396605	1.492926	1.589248	1.685571	1.781893	1.878216	1.974540	2.070863	2.167187	2.263511	2.359835	2.456159	2.552483	2.648807	2.745132	2.841456	2.937780	3.034104	3.130428	3.226752	3.323076	3.419400	3.515724	3.612048	3.708371	3.804696	3.901020	3.997344	4.093668	4.189993	4.286318	4.382643	4.478968	4.575293	4.671619	4.767945	4.864271	4.960597	5.056924	5.153250	5.249577	5.345904	5.442231	5.538558	5.634885	5.731212	5.827539	5.923865	6.020192	6.116518	6.212845	6.309171	6.405497	6.501823	6.598149	6.694475	6.790800	6.887125	6.983451	7.079775	7.176100	7.272425	7.368749	7.465073	7.561397	7.657720	7.754044	7.850367	7.946690	8.043013	8.139335	8.235658	8.331980	8.428302	8.524623	8.620945	8.717266	8.813587	8.909907	9.006227	9.102547	9.198867	9.295187	9.391507	9.487826	9.584145	
Time=2.110000	0.048159	0.144476	0.240793	0.337111	0.433428	0.529746	0.626065	0.722383	0.818702	0.915021	1.011341	1.107661	1.203981	1.300302	1.396623	1.492945	1.589267	1.685589	1.781911	1.878234	1.974557	2.070880	2.167204	2.263527	2.359851	2.456175	2.552499	2.648823	2.745147	2.841472	2.937796	3.034121	3.130445	3.226770	3.323095	3.419419	3.515744	3.612069	3.708395	3.804720	3.901045	3.997371	4.093696	4.190022	4.286348	4.382674	4.479001	4.575327	4.671654	4.767980	4.864307	4.960634	5.056961	5.153288	5.249615	5.345942	5.442269	5.538596	5.634923	5.731250	5.827577	5.923904	6.020230	6.116557	6.212883	6.309209	6.405535	6.501861	6.598187	6.694513	6.790838	6.887164	6.983489	7.079814	7.176139	7.272463	7.368788	7.465112	7.561436	7.657759	7.754083	7.850406	7.946729	8.043052	8.139375	8.235698	8.332020	8.428342	8.524663	8.620985	8.717306	8.813626	8.909947	9.006267	9.102587	9.198907	9.295226	9.391546	9.487865	9.584184	
Time=2.120000	0.048160	0.144479	0.240798	0.337117	0.433436	0.529756	0.626075	0.722395	0.818714	0.915035	1.011355	1.107675	1.203996	1.300317	1.396638	1.492960	1.589281	1.685603	1.781925	1.878248	1.974570	2.070893	2.167216	2.263540	2.359863	2.456187	2.552511	2.648835	2.745160	2.841485	2.937809	3.034135	3.130460	3.226785	3.323111	3.419437	3.515763	3.612089	3.708415	3.804741	3.901068	3.997394	4.093721	4.190048	4.286375	4.382701	4.479028	4.575356	4.671683	4.768010	4.864337	4.960664	5.056991	5.153319	5.249646	5.345973	5.442300	5.538627	5.634954	5.731280	5.827607	5.923934	6.020260	6.116587	6.212913	6.309239	6.405565	6.501891	6.598217	6.694543	6.790868	6.887194	6.983519	7.079844	7.176169	7.272493	7.368818	7.465142	7.561466	7.657790	7.754114	7.850437	7.946760	8.043083	8.139406	8.235728	8.332050	8.428372	8.524694	8.621015	8.717336	8.813656	8.909977	9.006297	9.102617	9.198936	9.295256	9.391574	9.487893	9.584212	
Time=2.130000	0.048160	0.144480	0.240800	0.337120	0.433440	0.529760	0.626080	0.722400	0.818720	0.915041	1.011361	1.107681	1.204002	1.300323	1.396644	1.492965	1.589287	1.685609	1.781931	1.878253	1.974575	2.070898	2.167221	2.263544	2.359868	2.456192	2.552516	2.648840	2.745165	2.841490	2.937816	3.034141	3.130467	3.226793	3.323120	3.419446	3.515773	3.612099	3.708426	3.804753	3.901080	3.997407	4.093735	4.190062	4.286389	4.382716	4.479043	4.575371	4.671698	4.768025	4.864352	4.960679	5.057006	5.153333	5.249660	5.345987	5.442314	5.538641	5.634967	5.731294	5.827621	5.923947	6.020274	6.116600	6.212926	6.309253	6.405579	6.501905	6.598231	6.694556	6.790882	6.887207	6.983533	7.079858	7.176182	7.272507	7.368832	7.465156	7.561480	7.657803	7.754127	7.850450	7.946773	8.043096	8.139419	8.235741	8.332063	8.428384	8.524706	8.621027	8.717348	8.813668	8.909988	9.006308	9.102628	9.198947	9.295266	9.391585	9.487904	9.584223	
Time=2.140000	0.048160	0.144479	0.240798	0.337118	0.433437	0.529757	0.626076	0.722396	0.818716	0.915036	1.011356	1.107676	1.203996	1.300317	1.396638	1.492959	1.589280	1.685602	1.781923	1.878245	1.974568	2.070891	2.167214	2.263537	2.359861	2.456185	2.552510	2.648834	2.745160	2.841485	2.937811	3.034137	3.130463	3.226790	3.323116	3.419443	3.515770	3.612097	3.708424	3.804751	3.901077	3.997404	4.093731	4.190058	4.286385	4.382712	4.479039	4.575365	4.671692	4.768019	4.864346	4.960672	5.056999	5.153325	5.249652	5.345978	5.442305	5.538632	5.634958	5.731285	5.827611	5.923938	6.020264	6.116591	6.212917	6.309243	6.405569	6.501895	6.598221	6.694547	6.790872	6.887198	6.983523	7.079848	7.176173	7.272497	7.368822	7.465146	7.561469	7.657793	7.754116	7.850439	7.946762	8.043085	8.139407	8.235729	8.332051	8.428372	8.524693	8.621014	8.717334	8.813655	8.909975	9.006294	9.102614	9.198933	9.295252	9.391571	9.487890	9.584208	
