             	node1  Z	node2  Z	node3  Z	node4  Z	node5  Z	node6  Z	node7  Z	node8  Z	node9  Z	node10 Z	node11 Z	node12 Z	node13 Z	node14 Z	node15 Z	node16 Z	node17 Z	node18 Z	node19 Z	node20 Z	node21 Z	node22 Z	node23 Z	node24 Z	node25 Z	node26 Z	node27 Z	node28 Z	node29 Z	node30 Z	node31 Z	node32 Z	node33 Z	node34 Z	node35 Z	node36 Z	node37 Z	node38 Z	node39 Z	node40 Z	node41 Z	node42 Z	node43 Z	node44 Z	node45 Z	node46 Z	node47 Z	node48 Z	node49 Z	node50 Z	node51 Z	node52 Z	node53 Z	node54 Z	node55 Z	node56 Z	node57 Z	node58 Z	node59 Z	node60 Z	node61 Z	node62 Z	node63 Z	node64 Z	node65 Z	node66 Z	node67 Z	node68 Z	node69 Z	node70 Z	node71 Z	node72 Z	node73 Z	node74 Z	node75 Z	node76 Z	node77 Z	node78 Z	node79 Z	node80 Z	node81 Z	node82 Z	node83 Z	node84 Z	node85 Z	node86 Z	node87 Z	node88 Z	node89 Z	node90 Z	node91 Z	node92 Z	node93 Z	node94 Z	node95 Z	node96 Z	node97 Z	node98 Z	node99 Z	node100Z	
Time=0.780000	0.048162	0.144487	0.240811	0.337136	0.433460	0.529785	0.626110	0.722434	0.818759	0.915085	1.011410	1.107735	1.204060	1.300386	1.396712	1.493037	1.589363	1.685689	1.782015	1.878341	1.974667	2.070994	2.167320	2.263646	2.359973	2.456299	2.552626	2.648952	2.745279	2.841606	2.937933	3.034259	3.130586	3.226913	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901202	3.997529	4.093856	4.190183	4.286511	4.382838	4.479165	4.575492	4.671819	4.768146	4.864474	4.960801	5.057128	5.153455	5.249782	5.346109	5.442436	5.538764	5.635091	5.731418	5.827745	5.924072	6.020399	6.116726	6.213053	6.309380	6.405707	6.502034	6.598360	6.694687	6.791014	6.887341	6.983667	7.079994	7.176321	7.272647	7.368974	7.465300	7.561626	7.657953	7.754279	7.850605	7.946931	8.043257	8.139583	8.235908	8.332234	8.428560	8.524885	8.621210	8.717535	8.813861	8.910186	9.006510	9.102835	9.199160	9.295484	9.391809	9.488133	9.584458	
Time=0.790000	0.048162	0.144487	0.240811	0.337136	0.433460	0.529785	0.626110	0.722435	0.818760	0.915085	1.011410	1.107735	1.204061	1.300386	1.396712	1.493038	1.589363	1.685689	1.782015	1.878341	1.974667	2.070994	2.167320	2.263646	2.359973	2.456299	2.552626	2.648952	2.745279	2.841606	2.937933	3.034259	3.130586	3.226913	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901202	3.997529	4.093857	4.190184	4.286511	4.382838	4.479165	4.575492	4.671820	4.768147	4.864474	4.960801	5.057128	5.153455	5.249783	5.346110	5.442437	5.538764	5.635091	5.731418	5.827745	5.924072	6.020399	6.116726	6.213053	6.309380	6.405707	6.502034	6.598361	6.694688	6.791015	6.887341	6.983668	7.079995	7.176321	7.272648	7.368974	7.465301	7.561627	7.657953	7.754279	7.850605	7.946931	8.043257	8.139583	8.235909	8.332234	8.428560	8.524885	8.621210	8.717536	8.813861	8.910186	9.006511	9.102835	9.199160	9.295485	9.391809	9.488134	9.584458	
Time=0.800000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626111	0.722435	0.818760	0.915086	1.011411	1.107736	1.204061	1.300387	1.396712	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167320	2.263646	2.359973	2.456299	2.552626	2.648952	2.745279	2.841606	2.937932	3.034259	3.130586	3.226913	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901202	3.997530	4.093857	4.190184	4.286511	4.382838	4.479165	4.575493	4.671820	4.768147	4.864474	4.960801	5.057128	5.153456	5.249783	5.346110	5.442437	5.538764	5.635091	5.731419	5.827746	5.924073	6.020400	6.116727	6.213054	6.309381	6.405708	6.502035	6.598362	6.694688	6.791015	6.887342	6.983669	7.079995	7.176322	7.272648	7.368975	7.465301	7.561627	7.657953	7.754279	7.850605	7.946931	8.043257	8.139583	8.235908	8.332234	8.428560	8.524885	8.621210	8.717535	8.813861	8.910186	9.006510	9.102835	9.199160	9.295485	9.391809	9.488134	9.584458	
Time=0.810000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626111	0.722436	0.818761	0.915086	1.011411	1.107736	1.204062	1.300387	1.396713	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167320	2.263646	2.359973	2.456299	2.552626	2.648952	2.745279	2.841606	2.937932	3.034259	3.130586	3.226913	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901202	3.997530	4.093857	4.190184	4.286511	4.382838	4.479165	4.575493	4.671820	4.768147	4.864474	4.960801	5.057128	5.153456	5.249783	5.346110	5.442437	5.538764	5.635091	5.731419	5.827746	5.924073	6.020400	6.116727	6.213054	6.309381	6.405708	6.502035	6.598362	6.694689	6.791015	6.887342	6.983669	7.079995	7.176322	7.272648	7.368975	7.465301	7.561627	7.657953	7.754279	7.850605	7.946931	8.043257	8.139583	8.235908	8.332234	8.428559	8.524885	8.621210	8.717535	8.813860	8.910185	9.006510	9.102835	9.199160	9.295485	9.391809	9.488134	9.584459	
Time=0.820000	0.048162	0.144487	0.240812	0.337137	0.433461	0.529786	0.626111	0.722436	0.818761	0.915086	1.011412	1.107737	1.204062	1.300388	1.396713	1.493039	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167320	2.263646	2.359973	2.456299	2.552626	2.648952	2.745279	2.841606	2.937932	3.034259	3.130586	3.226913	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901203	3.997530	4.093857	4.190184	4.286511	4.382838	4.479165	4.575493	4.671820	4.768147	4.864474	4.960801	5.057129	5.153456	5.249783	5.346110	5.442437	5.538764	5.635092	5.731419	5.827746	5.924073	6.020400	6.116727	6.213054	6.309381	6.405708	6.502035	6.598362	6.694689	6.791016	6.887342	6.983669	7.079995	7.176322	7.272648	7.368975	7.465301	7.561627	7.657953	7.754279	7.850605	7.946931	8.043257	8.139583	8.235908	8.332234	8.428559	8.524884	8.621210	8.717535	8.813860	8.910185	9.006510	9.102835	9.199160	9.295485	9.391809	9.488134	9.584459	
Time=0.830000	0.048162	0.144487	0.240812	0.337137	0.433461	0.529786	0.626111	0.722436	0.818761	0.915087	1.011412	1.107737	1.204062	1.300388	1.396713	1.493039	1.589365	1.685690	1.782016	1.878342	1.974668	2.070994	2.167320	2.263647	2.359973	2.456299	2.552626	2.648952	2.745279	2.841606	2.937933	3.034259	3.130586	3.226913	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901203	3.997530	4.093857	4.190184	4.286511	4.382838	4.479166	4.575493	4.671820	4.768147	4.864474	4.960801	5.057129	5.153456	5.249783	5.346110	5.442437	5.538764	5.635092	5.731419	5.827746	5.924073	6.020400	6.116727	6.213054	6.309381	6.405708	6.502035	6.598362	6.694689	6.791015	6.887342	6.983669	7.079995	7.176322	7.272648	7.368975	7.465301	7.561627	7.657953	7.754279	7.850605	7.946931	8.043257	8.139583	8.235908	8.332234	8.428559	8.524884	8.621210	8.717535	8.813860	8.910185	9.006510	9.102835	9.199160	9.295485	9.391809	9.488134	9.584459	
Time=0.840000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626111	0.722436	0.818761	0.915086	1.011412	1.107737	1.204062	1.300388	1.396713	1.493039	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167321	2.263647	2.359973	2.456300	2.552626	2.648953	2.745279	2.841606	2.937933	3.034260	3.130586	3.226913	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901203	3.997530	4.093857	4.190184	4.286511	4.382838	4.479165	4.575493	4.671820	4.768147	4.864474	4.960801	5.057129	5.153456	5.249783	5.346110	5.442437	5.538764	5.635092	5.731419	5.827746	5.924073	6.020400	6.116727	6.213054	6.309381	6.405708	6.502035	6.598362	6.694688	6.791015	6.887342	6.983669	7.079995	7.176322	7.272648	7.368974	7.465301	7.561627	7.657953	7.754279	7.850605	7.946931	8.043257	8.139582	8.235908	8.332234	8.428559	8.524884	8.621210	8.717535	8.813860	8.910185	9.006510	9.102835	9.199160	9.295485	9.391809	9.488134	9.584459	
Time=0.850000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626111	0.722436	0.818761	0.915086	1.011411	1.107736	1.204062	1.300387	1.396713	1.493039	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167321	2.263647	2.359973	2.456300	2.552626	2.648953	2.745280	2.841606	2.937933	3.034260	3.130587	3.226914	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901203	3.997530	4.093857	4.190184	4.286511	4.382838	4.479165	4.575493	4.671820	4.768147	4.864474	4.960801	5.057128	5.153456	5.249783	5.346110	5.442437	5.538764	5.635091	5.731418	5.827746	5.924073	6.020400	6.116727	6.213054	6.309381	6.405707	6.502034	6.598361	6.694688	6.791015	6.887341	6.983668	7.079995	7.176321	7.272648	7.368974	7.465300	7.561626	7.657953	7.754279	7.850605	7.946931	8.043257	8.139582	8.235908	8.332234	8.428559	8.524885	8.621210	8.717535	8.813860	8.910185	9.006510	9.102835	9.199160	9.295485	9.391809	9.488134	9.584459	
Time=0.860000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626110	0.722435	0.818760	0.915086	1.011411	1.107736	1.204061	1.300387	1.396713	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070995	2.167321	2.263647	2.359974	2.456300	2.552627	2.648953	2.745280	2.841607	2.937933	3.034260	3.130587	3.226914	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901202	3.997529	4.093857	4.190184	4.286511	4.382838	4.479165	4.575492	4.671819	4.768147	4.864474	4.960801	5.057128	5.153455	5.249783	5.346110	5.442437	5.538764	5.635091	5.731418	5.827745	5.924072	6.020399	6.116726	6.213053	6.309380	6.405707	6.502034	6.598361	6.694687	6.791014	6.887341	6.983667	7.079994	7.176320	7.272647	7.368973	7.465300	7.561626	7.657952	7.754278	7.850604	7.946930	8.043256	8.139582	8.235908	8.332233	8.428559	8.524884	8.621210	8.717535	8.813860	8.910185	9.006510	9.102835	9.199160	9.295484	9.391809	9.488133	9.584458	
Time=0.870000	0.048162	0.144487	0.240811	0.337136	0.433460	0.529785	0.626110	0.722435	0.818760	0.915085	1.011410	1.107736	1.204061	1.300387	1.396712	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070995	2.167321	2.263647	2.359974	2.456300	2.552627	2.648953	2.745280	2.841607	2.937933	3.034260	3.130587	3.226914	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901202	3.997529	4.093856	4.190183	4.286510	4.382838	4.479165	4.575492	4.671819	4.768146	4.864473	4.960801	5.057128	5.153455	5.249782	5.346109	5.442436	5.538763	5.635090	5.731418	5.827745	5.924072	6.020399	6.116725	6.213052	6.309379	6.405706	6.502033	6.598360	6.694686	6.791013	6.887340	6.983666	7.079993	7.176319	7.272646	7.368972	7.465299	7.561625	7.657951	7.754278	7.850604	7.946930	8.043256	8.139582	8.235907	8.332233	8.428559	8.524884	8.621209	8.717535	8.813860	8.910185	9.006510	9.102834	9.199159	9.295484	9.391808	9.488133	9.584457	
Time=0.880000	0.048162	0.144487	0.240811	0.337136	0.433460	0.529785	0.626110	0.722435	0.818760	0.915085	1.011410	1.107735	1.204061	1.300386	1.396712	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070995	2.167321	2.263647	2.359974	2.456300	2.552627	2.648953	2.745280	2.841606	2.937933	3.034260	3.130587	3.226913	3.323240	3.419567	3.515894	3.612221	3.708548	3.804875	3.901202	3.997529	4.093856	4.190183	4.286510	4.382837	4.479164	4.575491	4.671819	4.768146	4.864473	4.960800	5.057127	5.153454	5.249782	5.346109	5.442436	5.538763	5.635090	5.731417	5.827744	5.924071	6.020398	6.116725	6.213052	6.309379	6.405705	6.502032	6.598359	6.694686	6.791012	6.887339	6.983666	7.079992	7.176319	7.272645	7.368972	7.465298	7.561624	7.657950	7.754277	7.850603	7.946929	8.043255	8.139581	8.235907	8.332232	8.428558	8.524883	8.621209	8.717534	8.813859	8.910184	9.006509	9.102834	9.199158	9.295483	9.391807	9.488132	9.584456	
Time=0.890000	0.048162	0.144487	0.240811	0.337136	0.433460	0.529785	0.626110	0.722435	0.818760	0.915085	1.011410	1.107735	1.204061	1.300386	1.396712	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167321	2.263647	2.359974	2.456300	2.552626	2.648953	2.745280	2.841606	2.937933	3.034260	3.130586	3.226913	3.323240	3.419567	3.515894	3.612220	3.708547	3.804874	3.901201	3.997528	4.093855	4.190182	4.286510	4.382837	4.479164	4.575491	4.671818	4.768145	4.864472	4.960800	5.057127	5.153454	5.249781	5.346108	5.442435	5.538762	5.635089	5.731416	5.827743	5.924070	6.020397	6.116724	6.213051	6.309378	6.405705	6.502032	6.598358	6.694685	6.791012	6.887338	6.983665	7.079991	7.176318	7.272644	7.368971	7.465297	7.561623	7.657950	7.754276	7.850602	7.946928	8.043254	8.139580	8.235906	8.332231	8.428557	8.524883	8.621208	8.717533	8.813858	8.910183	9.006508	9.102833	9.199158	9.295482	9.391807	9.488131	9.584456	
Time=0.900000	0.048162	0.144487	0.240811	0.337136	0.433460	0.529785	0.626110	0.722435	0.818760	0.915085	1.011410	1.107735	1.204061	1.300387	1.396712	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167321	2.263647	2.359973	2.456300	2.552626	2.648953	2.745279	2.841606	2.937933	3.034259	3.130586	3.226913	3.323239	3.419566	3.515893	3.612220	3.708547	3.804874	3.901201	3.997528	4.093855	4.190182	4.286509	4.382836	4.479163	4.575491	4.671818	4.768145	4.864472	4.960799	5.057126	5.153454	5.249781	5.346108	5.442435	5.538762	5.635089	5.731416	5.827743	5.924070	6.020397	6.116724	6.213051	6.309378	6.405704	6.502031	6.598358	6.694685	6.791011	6.887338	6.983664	7.079991	7.176317	7.272644	7.368970	7.465296	7.561623	7.657949	7.754275	7.850601	7.946927	8.043253	8.139579	8.235905	8.332230	8.428556	8.524882	8.621207	8.717532	8.813857	8.910182	9.006507	9.102832	9.199157	9.295481	9.391806	9.488130	9.584455	
Time=0.910000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626110	0.722435	0.818760	0.915085	1.011411	1.107736	1.204061	1.300387	1.396712	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167320	2.263646	2.359973	2.456299	2.552626	2.648952	2.745279	2.841605	2.937932	3.034259	3.130585	3.226912	3.323239	3.419566	3.515893	3.612220	3.708546	3.804873	3.901200	3.997527	4.093855	4.190182	4.286509	4.382836	4.479163	4.575490	4.671817	4.768144	4.864472	4.960799	5.057126	5.153453	5.249780	5.346107	5.442434	5.538762	5.635089	5.731416	5.827743	5.924070	6.020397	6.116724	6.213050	6.309377	6.405704	6.502031	6.598358	6.694684	6.791011	6.887337	6.983664	7.079990	7.176317	7.272643	7.368970	7.465296	7.561622	7.657948	7.754274	7.850600	7.946926	8.043252	8.139578	8.235904	8.332229	8.428555	8.524880	8.621206	8.717531	8.813856	8.910181	9.006506	9.102831	9.199156	9.295480	9.391805	9.488129	9.584454	
Time=0.920000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626111	0.722436	0.818761	0.915086	1.011411	1.107736	1.204062	1.300387	1.396713	1.493038	1.589364	1.685690	1.782016	1.878342	1.974668	2.070994	2.167320	2.263646	2.359972	2.456299	2.552625	2.648951	2.745278	2.841605	2.937931	3.034258	3.130585	3.226911	3.323238	3.419565	3.515892	3.612219	3.708546	3.804873	3.901200	3.997527	4.093854	4.190181	4.286508	4.382835	4.479163	4.575490	4.671817	4.768144	4.864471	4.960798	5.057126	5.153453	5.249780	5.346107	5.442434	5.538761	5.635088	5.731415	5.827742	5.924069	6.020396	6.116723	6.213050	6.309377	6.405704	6.502031	6.598357	6.694684	6.791011	6.887337	6.983664	7.079990	7.176317	7.272643	7.368969	7.465295	7.561622	7.657948	7.754274	7.850600	7.946925	8.043251	8.139577	8.235903	8.332228	8.428554	8.524879	8.621204	8.717529	8.813855	8.910180	9.006505	9.102829	9.199154	9.295479	9.391804	9.488128	9.584453	
Time=0.930000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626111	0.722436	0.818761	0.915086	1.011411	1.107736	1.204062	1.300387	1.396713	1.493038	1.589364	1.685690	1.782015	1.878341	1.974667	2.070993	2.167319	2.263645	2.359972	2.456298	2.552624	2.648951	2.745277	2.841604	2.937930	3.034257	3.130584	3.226911	3.323238	3.419564	3.515891	3.612218	3.708545	3.804872	3.901199	3.997526	4.093854	4.190181	4.286508	4.382835	4.479162	4.575489	4.671816	4.768143	4.864471	4.960798	5.057125	5.153452	5.249779	5.346106	5.442434	5.538761	5.635088	5.731415	5.827742	5.924069	6.020396	6.116723	6.213050	6.309377	6.405704	6.502030	6.598357	6.694684	6.791010	6.887337	6.983663	7.079990	7.176316	7.272643	7.368969	7.465295	7.561621	7.657947	7.754273	7.850599	7.946925	8.043250	8.139576	8.235901	8.332227	8.428552	8.524878	8.621203	8.717528	8.813853	8.910178	9.006503	9.102828	9.199153	9.295478	9.391802	9.488127	9.584452	
Time=0.940000	0.048162	0.144487	0.240812	0.337137	0.433461	0.529786	0.626111	0.722436	0.818761	0.915086	1.011411	1.107737	1.204062	1.300387	1.396713	1.493038	1.589364	1.685689	1.782015	1.878341	1.974667	2.070993	2.167319	2.263645	2.359971	2.456297	2.552624	2.648950	2.745276	2.841603	2.937930	3.034256	3.130583	3.226910	3.323237	3.419564	3.515891	3.612218	3.708545	3.804872	3.901199	3.997526	4.093853	4.190180	4.286507	4.382834	4.479161	4.575489	4.671816	4.768143	4.864470	4.960797	5.057124	5.153452	5.249779	5.346106	5.442433	5.538760	5.635087	5.731414	5.827741	5.924068	6.020395	6.116722	6.213049	6.309376	6.405703	6.502030	6.598357	6.694683	6.791010	6.887337	6.983663	7.079990	7.176316	7.272642	7.368968	7.465294	7.561620	7.657946	7.754272	7.850598	7.946924	8.043249	8.139575	8.235900	8.332226	8.428551	8.524877	8.621202	8.717527	8.813852	8.910177	9.006502	9.102827	9.199152	9.295476	9.391801	9.488126	9.584451	
Time=0.950000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626111	0.722436	0.818761	0.915086	1.011411	1.107736	1.204061	1.300387	1.396712	1.493038	1.589363	1.685689	1.782014	1.878340	1.974666	2.070992	2.167318	2.263644	2.359970	2.456296	2.552623	2.648949	2.745276	2.841602	2.937929	3.034256	3.130582	3.226909	3.323236	3.419563	3.515890	3.612217	3.708544	3.804871	3.901198	3.997525	4.093852	4.190179	4.286507	4.382834	4.479161	4.575488	4.671815	4.768142	4.864470	4.960797	5.057124	5.153451	5.249778	5.346105	5.442432	5.538760	5.635087	5.731414	5.827741	5.924068	6.020395	6.116722	6.213049	6.309376	6.405703	6.502030	6.598356	6.694683	6.791010	6.887336	6.983663	7.079989	7.176315	7.272642	7.368968	7.465294	7.561620	7.657946	7.754272	7.850597	7.946923	8.043249	8.139574	8.235900	8.332225	8.428550	8.524876	8.621201	8.717526	8.813851	8.910176	9.006501	9.102826	9.199151	9.295475	9.391800	9.488125	9.584449	
Time=0.960000	0.048162	0.144487	0.240812	0.337136	0.433461	0.529786	0.626111	0.722435	0.818760	0.915085	1.011411	1.107736	1.204061	1.300386	1.396712	1.493037	1.589362	1.685688	1.782014	1.878339	1.974665	2.070991	2.167317	2.263643	2.359970	2.456296	2.552622	2.648949	2.745275	2.841602	2.937928	3.034255	3.130582	3.226909	3.323235	3.419562	3.515889	3.612216	3.708543	3.804870	3.901198	3.997525	4.093852	4.190179	4.286506	4.382833	4.479160	4.575487	4.671815	4.768142	4.864469	4.960796	5.057123	5.153450	5.249778	5.346105	5.442432	5.538759	5.635086	5.731413	5.827740	5.924067	6.020394	6.116721	6.213048	6.309375	6.405702	6.502029	6.598356	6.694683	6.791009	6.887336	6.983662	7.079989	7.176315	7.272641	7.368967	7.465294	7.561620	7.657946	7.754271	7.850597	7.946923	8.043248	8.139574	8.235899	8.332225	8.428550	8.524875	8.621200	8.717525	8.813850	8.910175	9.006500	9.102825	9.199150	9.295475	9.391799	9.488124	9.584448	
Time=0.970000	0.048162	0.144487	0.240811	0.337136	0.433460	0.529785	0.626110	0.722435	0.818760	0.915085	1.011410	1.107735	1.204060	1.300385	1.396711	1.493036	1.589362	1.685687	1.782013	1.878339	1.974665	2.070991	2.167317	2.263643	2.359969	2.456295	2.552622	2.648948	2.745275	2.841601	2.937928	3.034255	3.130581	3.226908	3.323235	3.419562	3.515889	3.612216	3.708543	3.804870	3.901197	3.997524	4.093851	4.190178	4.286505	4.382833	4.479160	4.575487	4.671814	4.768141	4.864468	4.960796	5.057123	5.153450	5.249777	5.346104	5.442431	5.538759	5.635086	5.731413	5.827740	5.924067	6.020394	6.116721	6.213048	6.309375	6.405702	6.502028	6.598355	6.694682	6.791009	6.887335	6.983662	7.079988	7.176314	7.272641	7.368967	7.465293	7.561619	7.657945	7.754271	7.850597	7.946923	8.043248	8.139574	8.235899	8.332224	8.428550	8.524875	8.621200	8.717525	8.813850	8.910175	9.006500	9.102824	9.199149	9.295474	9.391798	9.488123	9.584447	
Time=0.980000	0.048162	0.144487	0.240811	0.337135	0.433460	0.529784	0.626109	0.722434	0.818758	0.915083	1.011408	1.107733	1.204059	1.300384	1.396709	1.493035	1.589361	1.685686	1.782012	1.878338	1.974664	2.070990	2.167316	2.263642	2.359968	2.456295	2.552621	2.648948	2.745274	2.841601	2.937927	3.034254	3.130581	3.226908	3.323235	3.419561	3.515888	3.612215	3.708542	3.804869	3.901196	3.997524	4.093851	4.190178	4.286505	4.382832	4.479159	4.575486	4.671814	4.768141	4.864468	4.960795	5.057122	5.153449	5.249777	5.346104	5.442431	5.538758	5.635085	5.731412	5.827739	5.924066	6.020393	6.116720	6.213047	6.309374	6.405701	6.502028	6.598355	6.694681	6.791008	6.887334	6.983661	7.079987	7.176314	7.272640	7.368967	7.465293	7.561619	7.657945	7.754271	7.850597	7.946922	8.043248	8.139574	8.235899	8.332224	8.428550	8.524875	8.621200	8.717525	8.813850	8.910175	9.006500	9.102824	9.199149	9.295473	9.391797	9.488122	9.584446	
Time=0.990000	0.048162	0.144487	0.240811	0.337135	0.433459	0.529784	0.626108	0.722433	0.818757	0.915082	1.011407	1.107732	1.204058	1.300383	1.396708	1.493034	1.589359	1.685685	1.782011	1.878337	1.974663	2.070989	2.167315	2.263641	2.359968	2.456294	2.552621	2.648947	2.745274	2.841600	2.937927	3.034254	3.130580	3.226907	3.323234	3.419561	3.515888	3.612215	3.708542	3.804869	3.901196	3.997523	4.093850	4.190177	4.286504	4.382831	4.479159	4.575486	4.671813	4.768140	4.864467	4.960794	5.057122	5.153449	5.249776	5.346103	5.442430	5.538757	5.635084	5.731411	5.827739	5.924066	6.020393	6.116719	6.213046	6.309373	6.405700	6.502027	6.598354	6.694680	6.791007	6.887334	6.983660	7.079987	7.176313	7.272640	7.368966	7.465292	7.561618	7.657944	7.754270	7.850596	7.946922	8.043248	8.139574	8.235899	8.332224	8.428550	8.524875	8.621200	8.717525	8.813850	8.910175	9.006499	9.102824	9.199148	9.295473	9.391797	9.488121	9.584445	
Time=1.000000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529783	0.626107	0.722432	0.818756	0.915081	1.011406	1.107731	1.204056	1.300382	1.396707	1.493033	1.589358	1.685684	1.782010	1.878336	1.974662	2.070988	2.167315	2.263641	2.359967	2.456294	2.552620	2.648947	2.745273	2.841600	2.937926	3.034253	3.130580	3.226907	3.323233	3.419560	3.515887	3.612214	3.708541	3.804868	3.901195	3.997522	4.093849	4.190176	4.286504	4.382831	4.479158	4.575485	4.671812	4.768139	4.864467	4.960794	5.057121	5.153448	5.249775	5.346102	5.442429	5.538757	5.635084	5.731411	5.827738	5.924065	6.020392	6.116719	6.213046	6.309372	6.405699	6.502026	6.598353	6.694679	6.791006	6.887333	6.983659	7.079986	7.176312	7.272639	7.368965	7.465291	7.561618	7.657944	7.754270	7.850596	7.946922	8.043247	8.139573	8.235899	8.332224	8.428549	8.524875	8.621200	8.717525	8.813849	8.910174	9.006499	9.102823	9.199147	9.295472	9.391796	9.488120	9.584444	
Time=1.010000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626107	0.722431	0.818756	0.915081	1.011405	1.107730	1.204056	1.300381	1.396706	1.493032	1.589358	1.685683	1.782009	1.878335	1.974661	2.070988	2.167314	2.263640	2.359966	2.456293	2.552619	2.648946	2.745273	2.841599	2.937926	3.034253	3.130579	3.226906	3.323233	3.419560	3.515887	3.612214	3.708540	3.804867	3.901194	3.997522	4.093849	4.190176	4.286503	4.382830	4.479157	4.575484	4.671811	4.768139	4.864466	4.960793	5.057120	5.153447	5.249774	5.346102	5.442429	5.538756	5.635083	5.731410	5.827737	5.924064	6.020391	6.116718	6.213045	6.309372	6.405698	6.502025	6.598352	6.694679	6.791005	6.887332	6.983658	7.079985	7.176311	7.272638	7.368964	7.465291	7.561617	7.657943	7.754269	7.850595	7.946921	8.043247	8.139572	8.235898	8.332223	8.428549	8.524874	8.621199	8.717524	8.813849	8.910173	9.006498	9.102822	9.199146	9.295471	9.391794	9.488118	9.584442	
