             	node1  X	node2  X	node3  X	node4  X	node5  X	node6  X	node7  X	node8  X	node9  X	node10 X	node11 X	node12 X	node13 X	node14 X	node15 X	node16 X	node17 X	node18 X	node19 X	node20 X	node21 X	node22 X	node23 X	node24 X	node25 X	node26 X	node27 X	node28 X	node29 X	node30 X	node31 X	node32 X	node33 X	node34 X	node35 X	node36 X	node37 X	node38 X	node39 X	node40 X	node41 X	node42 X	node43 X	node44 X	node45 X	node46 X	node47 X	node48 X	node49 X	node50 X	node51 X	node52 X	node53 X	node54 X	node55 X	node56 X	node57 X	node58 X	node59 X	node60 X	node61 X	node62 X	node63 X	node64 X	node65 X	node66 X	node67 X	node68 X	node69 X	node70 X	node71 X	node72 X	node73 X	node74 X	node75 X	node76 X	node77 X	node78 X	node79 X	node80 X	node81 X	node82 X	node83 X	node84 X	node85 X	node86 X	node87 X	node88 X	node89 X	node90 X	node91 X	node92 X	node93 X	node94 X	node95 X	node96 X	node97 X	node98 X	node99 X	node100X	
Time=1.530000	0.000464	0.001390	0.002310	0.003219	0.004116	0.004997	0.005861	0.006706	0.007530	0.008333	0.009114	0.009872	0.010606	0.011318	0.012006	0.012670	0.013312	0.013931	0.014529	0.015104	0.015658	0.016192	0.016707	0.017202	0.017678	0.018137	0.018578	0.019001	0.019409	0.019800	0.020174	0.020533	0.020875	0.021202	0.021512	0.021806	0.022083	0.022343	0.022585	0.022809	0.023015	0.023202	0.023369	0.023517	0.023645	0.023752	0.023839	0.023905	0.023949	0.023973	0.023975	0.023956	0.023916	0.023854	0.023771	0.023668	0.023544	0.023400	0.023236	0.023053	0.022851	0.022631	0.022393	0.022138	0.021866	0.021576	0.021270	0.020948	0.020609	0.020254	0.019883	0.019494	0.019089	0.018667	0.018226	0.017768	0.017291	0.016794	0.016278	0.015741	0.015183	0.014603	0.014001	0.013377	0.012730	0.012059	0.011365	0.010648	0.009908	0.009145	0.008359	0.007552	0.006724	0.005875	0.005008	0.004124	0.003226	0.002314	0.001393	0.000465	
Time=1.540000	0.000467	0.001398	0.002324	0.003239	0.004141	0.005027	0.005896	0.006747	0.007576	0.008384	0.009170	0.009933	0.010673	0.011389	0.012081	0.012751	0.013397	0.014020	0.014621	0.015201	0.015759	0.016296	0.016814	0.017312	0.017791	0.018253	0.018696	0.019123	0.019533	0.019926	0.020304	0.020665	0.021010	0.021338	0.021651	0.021947	0.022226	0.022488	0.022732	0.022958	0.023166	0.023354	0.023523	0.023672	0.023801	0.023909	0.023996	0.024062	0.024106	0.024129	0.024130	0.024110	0.024069	0.024005	0.023921	0.023816	0.023690	0.023544	0.023379	0.023194	0.022990	0.022768	0.022529	0.022272	0.021999	0.021708	0.021402	0.021079	0.020740	0.020386	0.020014	0.019627	0.019222	0.018800	0.018361	0.017903	0.017426	0.016930	0.016414	0.015877	0.015318	0.014737	0.014134	0.013507	0.012857	0.012183	0.011485	0.010763	0.010017	0.009247	0.008454	0.007639	0.006802	0.005944	0.005068	0.004174	0.003264	0.002342	0.001409	0.000471	
Time=1.550000	0.000466	0.001395	0.002318	0.003232	0.004133	0.005019	0.005889	0.006741	0.007573	0.008385	0.009175	0.009943	0.010689	0.011413	0.012114	0.012792	0.013448	0.014082	0.014693	0.015283	0.015852	0.016400	0.016927	0.017435	0.017924	0.018393	0.018844	0.019277	0.019693	0.020090	0.020471	0.020834	0.021180	0.021508	0.021820	0.022114	0.022390	0.022648	0.022888	0.023110	0.023312	0.023496	0.023660	0.023804	0.023928	0.024032	0.024116	0.024179	0.024221	0.024243	0.024244	0.024224	0.024184	0.024122	0.024041	0.023939	0.023817	0.023675	0.023514	0.023334	0.023135	0.022918	0.022683	0.022430	0.022160	0.021873	0.021569	0.021248	0.020911	0.020556	0.020184	0.019795	0.019388	0.018963	0.018520	0.018057	0.017575	0.017073	0.016550	0.016005	0.015439	0.014850	0.014239	0.013604	0.012946	0.012264	0.011558	0.010828	0.010075	0.009298	0.008499	0.007677	0.006834	0.005972	0.005090	0.004191	0.003278	0.002351	0.001415	0.000472	
Time=1.560000	0.000462	0.001383	0.002298	0.003205	0.004100	0.004982	0.005848	0.006698	0.007530	0.008344	0.009138	0.009912	0.010665	0.011398	0.012110	0.012800	0.013469	0.014117	0.014744	0.015350	0.015934	0.016498	0.017041	0.017563	0.018065	0.018547	0.019010	0.019452	0.019875	0.020278	0.020662	0.021027	0.021373	0.021699	0.022007	0.022296	0.022565	0.022815	0.023047	0.023259	0.023452	0.023625	0.023780	0.023915	0.024031	0.024127	0.024205	0.024263	0.024302	0.024322	0.024323	0.024305	0.024268	0.024211	0.024136	0.024041	0.023927	0.023794	0.023643	0.023472	0.023283	0.023076	0.022850	0.022606	0.022343	0.022062	0.021763	0.021445	0.021109	0.020754	0.020381	0.019988	0.019576	0.019144	0.018692	0.018219	0.017726	0.017212	0.016676	0.016119	0.015539	0.014937	0.014312	0.013664	0.012994	0.012300	0.011584	0.010845	0.010083	0.009300	0.008495	0.007669	0.006824	0.005960	0.005078	0.004180	0.003268	0.002344	0.001410	0.000471	
Time=1.570000	0.000456	0.001366	0.002271	0.003168	0.004054	0.004928	0.005789	0.006635	0.007466	0.008280	0.009077	0.009856	0.010617	0.011359	0.012082	0.012786	0.013470	0.014134	0.014778	0.015402	0.016004	0.016586	0.017147	0.017687	0.018205	0.018701	0.019176	0.019629	0.020061	0.020471	0.020859	0.021226	0.021571	0.021895	0.022198	0.022479	0.022740	0.022981	0.023201	0.023402	0.023582	0.023744	0.023887	0.024011	0.024117	0.024205	0.024275	0.024328	0.024364	0.024383	0.024384	0.024369	0.024336	0.024286	0.024218	0.024133	0.024030	0.023908	0.023769	0.023611	0.023434	0.023238	0.023024	0.022789	0.022535	0.022262	0.021968	0.021653	0.021318	0.020962	0.020585	0.020187	0.019767	0.019325	0.018862	0.018376	0.017869	0.017339	0.016786	0.016212	0.015615	0.014996	0.014355	0.013691	0.013006	0.012300	0.011572	0.010823	0.010054	0.009264	0.008455	0.007628	0.006782	0.005919	0.005041	0.004148	0.003241	0.002324	0.001398	0.000467	
Time=1.580000	0.000450	0.001350	0.002244	0.003131	0.004009	0.004876	0.005731	0.006573	0.007402	0.008216	0.009015	0.009798	0.010566	0.011317	0.012050	0.012766	0.013464	0.014144	0.014804	0.015444	0.016064	0.016663	0.017241	0.017797	0.018330	0.018841	0.019328	0.019792	0.020232	0.020649	0.021041	0.021410	0.021755	0.022077	0.022375	0.022651	0.022904	0.023136	0.023346	0.023536	0.023706	0.023856	0.023988	0.024102	0.024199	0.024280	0.024344	0.024392	0.024425	0.024443	0.024446	0.024433	0.024406	0.024362	0.024303	0.024227	0.024134	0.024024	0.023896	0.023750	0.023585	0.023400	0.023196	0.022971	0.022725	0.022457	0.022167	0.021854	0.021519	0.021161	0.020779	0.020374	0.019945	0.019492	0.019016	0.018516	0.017992	0.017446	0.016876	0.016284	0.015669	0.015033	0.014375	0.013696	0.012997	0.012278	0.011539	0.010781	0.010004	0.009210	0.008398	0.007570	0.006726	0.005866	0.004993	0.004106	0.003208	0.002299	0.001383	0.000462	
Time=1.590000	0.000447	0.001338	0.002226	0.003106	0.003978	0.004840	0.005692	0.006532	0.007359	0.008174	0.008975	0.009762	0.010534	0.011292	0.012033	0.012759	0.013467	0.014158	0.014831	0.015484	0.016117	0.016729	0.017320	0.017889	0.018434	0.018956	0.019453	0.019926	0.020374	0.020796	0.021193	0.021564	0.021910	0.022231	0.022527	0.022799	0.023048	0.023274	0.023478	0.023661	0.023824	0.023967	0.024092	0.024200	0.024291	0.024367	0.024428	0.024474	0.024506	0.024524	0.024528	0.024519	0.024495	0.024457	0.024404	0.024335	0.024251	0.024149	0.024030	0.023892	0.023735	0.023558	0.023360	0.023141	0.022899	0.022634	0.022346	0.022033	0.021696	0.021334	0.020947	0.020534	0.020096	0.019632	0.019144	0.018630	0.018093	0.017531	0.016946	0.016338	0.015708	0.015057	0.014385	0.013693	0.012982	0.012252	0.011504	0.010739	0.009957	0.009159	0.008345	0.007517	0.006674	0.005818	0.004949	0.004068	0.003177	0.002277	0.001369	0.000457	
Time=1.600000	0.000446	0.001336	0.002222	0.003101	0.003972	0.004834	0.005685	0.006525	0.007353	0.008169	0.008973	0.009763	0.010539	0.011300	0.012047	0.012778	0.013492	0.014190	0.014869	0.015529	0.016170	0.016789	0.017387	0.017963	0.018515	0.019043	0.019547	0.020025	0.020478	0.020905	0.021305	0.021679	0.022028	0.022350	0.022648	0.022920	0.023169	0.023394	0.023597	0.023779	0.023941	0.024083	0.024207	0.024314	0.024404	0.024479	0.024540	0.024586	0.024619	0.024639	0.024645	0.024638	0.024617	0.024582	0.024532	0.024467	0.024386	0.024288	0.024172	0.024037	0.023883	0.023708	0.023512	0.023294	0.023052	0.022787	0.022496	0.022181	0.021840	0.021473	0.021079	0.020659	0.020213	0.019741	0.019243	0.018719	0.018171	0.017598	0.017003	0.016384	0.015743	0.015082	0.014400	0.013699	0.012980	0.012242	0.011488	0.010717	0.009931	0.009131	0.008315	0.007486	0.006644	0.005790	0.004923	0.004046	0.003159	0.002263	0.001361	0.000454	
Time=1.610000	0.000448	0.001344	0.002234	0.003119	0.003994	0.004861	0.005716	0.006560	0.007392	0.008212	0.009018	0.009810	0.010589	0.011352	0.012100	0.012833	0.013548	0.014246	0.014926	0.015587	0.016229	0.016849	0.017448	0.018024	0.018578	0.019108	0.019613	0.020093	0.020548	0.020977	0.021381	0.021758	0.022110	0.022437	0.022739	0.023016	0.023269	0.023500	0.023708	0.023895	0.024062	0.024209	0.024338	0.024449	0.024544	0.024623	0.024687	0.024737	0.024772	0.024794	0.024802	0.024796	0.024776	0.024741	0.024691	0.024625	0.024543	0.024443	0.024324	0.024187	0.024030	0.023851	0.023651	0.023429	0.023182	0.022912	0.022617	0.022296	0.021950	0.021577	0.021178	0.020752	0.020300	0.019822	0.019319	0.018789	0.018236	0.017658	0.017056	0.016433	0.015787	0.015121	0.014435	0.013729	0.013006	0.012265	0.011507	0.010733	0.009944	0.009141	0.008324	0.007493	0.006649	0.005793	0.004926	0.004048	0.003160	0.002264	0.001361	0.000454	
Time=1.620000	0.000454	0.001361	0.002263	0.003158	0.004044	0.004920	0.005784	0.006635	0.007473	0.008298	0.009108	0.009903	0.010683	0.011447	0.012194	0.012925	0.013637	0.014332	0.015008	0.015665	0.016301	0.016917	0.017511	0.018083	0.018633	0.019159	0.019662	0.020141	0.020596	0.021026	0.021432	0.021813	0.022170	0.022502	0.022811	0.023096	0.023359	0.023599	0.023817	0.024014	0.024191	0.024348	0.024487	0.024607	0.024711	0.024797	0.024868	0.024923	0.024963	0.024987	0.024996	0.024991	0.024969	0.024932	0.024878	0.024807	0.024719	0.024612	0.024486	0.024341	0.024175	0.023989	0.023780	0.023549	0.023295	0.023017	0.022715	0.022387	0.022035	0.021657	0.021254	0.020825	0.020370	0.019890	0.019384	0.018854	0.018300	0.017722	0.017121	0.016498	0.015853	0.015187	0.014501	0.013796	0.013072	0.012330	0.011571	0.010796	0.010005	0.009198	0.008377	0.007543	0.006694	0.005833	0.004961	0.004077	0.003183	0.002281	0.001371	0.000458	
Time=1.630000	0.000462	0.001385	0.002303	0.003213	0.004114	0.005002	0.005878	0.006740	0.007586	0.008418	0.009233	0.010031	0.010812	0.011576	0.012321	0.013048	0.013756	0.014445	0.015114	0.015763	0.016392	0.016999	0.017585	0.018150	0.018693	0.019214	0.019712	0.020188	0.020641	0.021071	0.021478	0.021863	0.022225	0.022564	0.022881	0.023176	0.023449	0.023701	0.023932	0.024142	0.024332	0.024502	0.024653	0.024786	0.024899	0.024995	0.025074	0.025135	0.025179	0.025206	0.025216	0.025209	0.025185	0.025143	0.025083	0.025005	0.024908	0.024791	0.024655	0.024499	0.024323	0.024125	0.023906	0.023664	0.023400	0.023114	0.022804	0.022470	0.022113	0.021731	0.021325	0.020895	0.020440	0.019961	0.019458	0.018931	0.018381	0.017808	0.017211	0.016592	0.015952	0.015290	0.014608	0.013905	0.013184	0.012443	0.011684	0.010907	0.010113	0.009302	0.008476	0.007635	0.006779	0.005909	0.005027	0.004132	0.003227	0.002312	0.001391	0.000464	
Time=1.640000	0.000472	0.001413	0.002349	0.003276	0.004192	0.005095	0.005985	0.006858	0.007715	0.008554	0.009376	0.010178	0.010962	0.011726	0.012470	0.013194	0.013897	0.014580	0.015242	0.015883	0.016504	0.017103	0.017681	0.018238	0.018773	0.019288	0.019781	0.020253	0.020703	0.021133	0.021542	0.021929	0.022296	0.022642	0.022967	0.023271	0.023555	0.023819	0.024062	0.024285	0.024488	0.024671	0.024834	0.024977	0.025101	0.025206	0.025292	0.025358	0.025406	0.025435	0.025445	0.025437	0.025409	0.025361	0.025294	0.025208	0.025101	0.024975	0.024828	0.024661	0.024473	0.024264	0.024035	0.023784	0.023511	0.023217	0.022901	0.022563	0.022202	0.021819	0.021413	0.020984	0.020532	0.020057	0.019559	0.019038	0.018494	0.017928	0.017338	0.016726	0.016092	0.015436	0.014759	0.014060	0.013340	0.012600	0.011841	0.011061	0.010263	0.009447	0.008613	0.007762	0.006896	0.006013	0.005117	0.004208	0.003287	0.002356	0.001417	0.000473	
Time=1.650000	0.000480	0.001439	0.002392	0.003336	0.004268	0.005186	0.006088	0.006974	0.007841	0.008690	0.009518	0.010326	0.011114	0.011880	0.012625	0.013348	0.014049	0.014728	0.015386	0.016023	0.016637	0.017230	0.017803	0.018354	0.018884	0.019394	0.019883	0.020352	0.020801	0.021231	0.021640	0.022030	0.022401	0.022752	0.023083	0.023395	0.023687	0.023960	0.024212	0.024445	0.024658	0.024850	0.025022	0.025174	0.025305	0.025416	0.025507	0.025577	0.025627	0.025657	0.025666	0.025655	0.025623	0.025571	0.025498	0.025405	0.025291	0.025156	0.025001	0.024825	0.024629	0.024413	0.024176	0.023918	0.023640	0.023342	0.023022	0.022682	0.022321	0.021939	0.021535	0.021109	0.020662	0.020193	0.019701	0.019187	0.018650	0.018091	0.017509	0.016904	0.016276	0.015625	0.014951	0.014255	0.013536	0.012795	0.012033	0.011249	0.010445	0.009620	0.008776	0.007914	0.007033	0.006136	0.005223	0.004296	0.003357	0.002406	0.001447	0.000483	
Time=1.660000	0.000488	0.001461	0.002428	0.003385	0.004330	0.005261	0.006175	0.007072	0.007949	0.008807	0.009644	0.010459	0.011252	0.012023	0.012771	0.013497	0.014200	0.014881	0.015539	0.016175	0.016789	0.017381	0.017951	0.018501	0.019030	0.019538	0.020027	0.020495	0.020944	0.021374	0.021785	0.022177	0.022550	0.022904	0.023239	0.023554	0.023851	0.024128	0.024385	0.024623	0.024840	0.025037	0.025213	0.025368	0.025502	0.025616	0.025708	0.025779	0.025829	0.025858	0.025865	0.025852	0.025818	0.025762	0.025686	0.025588	0.025470	0.025331	0.025172	0.024993	0.024793	0.024574	0.024334	0.024075	0.023796	0.023497	0.023178	0.022840	0.022481	0.022102	0.021702	0.021281	0.020839	0.020376	0.019891	0.019383	0.018852	0.018299	0.017722	0.017121	0.016497	0.015848	0.015176	0.014479	0.013759	0.013014	0.012246	0.011456	0.010642	0.009807	0.008951	0.008075	0.007179	0.006265	0.005335	0.004389	0.003430	0.002459	0.001479	0.000494	
Time=1.670000	0.000492	0.001475	0.002452	0.003419	0.004373	0.005313	0.006237	0.007143	0.008029	0.008896	0.009741	0.010564	0.011365	0.012144	0.012900	0.013632	0.014342	0.015029	0.015692	0.016333	0.016952	0.017548	0.018123	0.018676	0.019208	0.019719	0.020210	0.020681	0.021132	0.021564	0.021976	0.022369	0.022743	0.023097	0.023432	0.023748	0.024045	0.024321	0.024578	0.024814	0.025030	0.025226	0.025400	0.025553	0.025686	0.025797	0.025887	0.025956	0.026003	0.026030	0.026036	0.026021	0.025986	0.025929	0.025852	0.025754	0.025637	0.025498	0.025340	0.025163	0.024965	0.024748	0.024512	0.024256	0.023981	0.023686	0.023372	0.023038	0.022684	0.022310	0.021915	0.021500	0.021063	0.020604	0.020123	0.019620	0.019093	0.018542	0.017968	0.017368	0.016744	0.016094	0.015419	0.014719	0.013993	0.013242	0.012466	0.011666	0.010842	0.009994	0.009124	0.008233	0.007322	0.006391	0.005443	0.004478	0.003500	0.002509	0.001510	0.000504	
Time=1.680000	0.000495	0.001482	0.002464	0.003436	0.004396	0.005342	0.006272	0.007184	0.008078	0.008952	0.009806	0.010638	0.011449	0.012237	0.013003	0.013746	0.014466	0.015164	0.015838	0.016489	0.017118	0.017724	0.018307	0.018869	0.019409	0.019927	0.020423	0.020899	0.021354	0.021789	0.022203	0.022596	0.022969	0.023323	0.023655	0.023968	0.024260	0.024532	0.024783	0.025013	0.025223	0.025411	0.025579	0.025726	0.025853	0.025958	0.026043	0.026108	0.026152	0.026176	0.026180	0.026165	0.026129	0.026074	0.026000	0.025906	0.025792	0.025659	0.025507	0.025336	0.025145	0.024936	0.024707	0.024459	0.024191	0.023904	0.023597	0.023270	0.022922	0.022554	0.022165	0.021754	0.021321	0.020865	0.020386	0.019884	0.019357	0.018806	0.018229	0.017627	0.016999	0.016344	0.015663	0.014956	0.014222	0.013462	0.012676	0.011864	0.011028	0.010167	0.009284	0.008378	0.007451	0.006504	0.005539	0.004558	0.003562	0.002554	0.001536	0.000513	
Time=1.690000	0.000495	0.001483	0.002465	0.003439	0.004401	0.005350	0.006283	0.007200	0.008100	0.008981	0.009842	0.010683	0.011504	0.012303	0.013081	0.013837	0.014570	0.015281	0.015969	0.016634	0.017276	0.017896	0.018492	0.019065	0.019616	0.020144	0.020649	0.021132	0.021592	0.022030	0.022446	0.022840	0.023212	0.023562	0.023891	0.024198	0.024483	0.024747	0.024989	0.025211	0.025411	0.025590	0.025749	0.025887	0.026005	0.026103	0.026182	0.026241	0.026282	0.026303	0.026307	0.026292	0.026258	0.026207	0.026137	0.026049	0.025942	0.025818	0.025674	0.025513	0.025332	0.025133	0.024914	0.024676	0.024418	0.024140	0.023841	0.023522	0.023181	0.022818	0.022433	0.022025	0.021593	0.021138	0.020659	0.020154	0.019625	0.019069	0.018487	0.017879	0.017243	0.016581	0.015891	0.015174	0.014429	0.013658	0.012861	0.012037	0.011189	0.010316	0.009419	0.008500	0.007559	0.006598	0.005619	0.004624	0.003613	0.002591	0.001559	0.000520	
Time=1.700000	0.000494	0.001481	0.002462	0.003434	0.004396	0.005345	0.006281	0.007201	0.008104	0.008991	0.009859	0.010708	0.011538	0.012348	0.013138	0.013906	0.014653	0.015378	0.016081	0.016761	0.017418	0.018052	0.018663	0.019249	0.019812	0.020351	0.020865	0.021356	0.021823	0.022265	0.022683	0.023078	0.023449	0.023796	0.024120	0.024421	0.024699	0.024955	0.025188	0.025400	0.025590	0.025760	0.025909	0.026039	0.026149	0.026240	0.026313	0.026367	0.026405	0.026425	0.026429	0.026415	0.026385	0.026338	0.026274	0.026193	0.026095	0.025979	0.025846	0.025694	0.025524	0.025335	0.025127	0.024898	0.024650	0.024380	0.024089	0.023775	0.023439	0.023080	0.022697	0.022290	0.021858	0.021400	0.020917	0.020408	0.019872	0.019310	0.018720	0.018103	0.017458	0.016785	0.016085	0.015357	0.014601	0.013819	0.013011	0.012176	0.011316	0.010432	0.009524	0.008593	0.007641	0.006670	0.005680	0.004673	0.003652	0.002618	0.001575	0.000526	
Time=1.710000	0.000493	0.001478	0.002457	0.003428	0.004389	0.005339	0.006275	0.007197	0.008103	0.008994	0.009868	0.010724	0.011561	0.012381	0.013180	0.013960	0.014719	0.015456	0.016172	0.016865	0.017536	0.018183	0.018806	0.019405	0.019979	0.020528	0.021052	0.021550	0.022023	0.022470	0.022891	0.023287	0.023658	0.024004	0.024324	0.024621	0.024894	0.025143	0.025370	0.025574	0.025758	0.025920	0.026063	0.026186	0.026291	0.026377	0.026447	0.026499	0.026535	0.026556	0.026560	0.026550	0.026523	0.026481	0.026423	0.026348	0.026257	0.026149	0.026024	0.025881	0.025719	0.025538	0.025337	0.025116	0.024874	0.024609	0.024322	0.024012	0.023678	0.023320	0.022936	0.022527	0.022091	0.021629	0.021140	0.020624	0.020080	0.019509	0.018910	0.018282	0.017627	0.016944	0.016233	0.015495	0.014729	0.013936	0.013118	0.012273	0.011404	0.010511	0.009594	0.008656	0.007696	0.006717	0.005719	0.004705	0.003677	0.002636	0.001586	0.000529	
Time=1.720000	0.000493	0.001477	0.002455	0.003426	0.004388	0.005338	0.006275	0.007199	0.008108	0.009002	0.009879	0.010740	0.011583	0.012409	0.013215	0.014003	0.014770	0.015516	0.016242	0.016945	0.017625	0.018281	0.018914	0.019522	0.020105	0.020662	0.021193	0.021698	0.022176	0.022628	0.023053	0.023451	0.023823	0.024170	0.024490	0.024786	0.025057	0.025305	0.025529	0.025732	0.025913	0.026073	0.026213	0.026335	0.026438	0.026524	0.026594	0.026647	0.026684	0.026707	0.026714	0.026706	0.026683	0.026645	0.026591	0.026521	0.026435	0.026331	0.026211	0.026072	0.025914	0.025737	0.025539	0.025321	0.025080	0.024817	0.024530	0.024219	0.023883	0.023521	0.023133	0.022719	0.022278	0.021809	0.021312	0.020788	0.020235	0.019654	0.019045	0.018408	0.017743	0.017050	0.016330	0.015582	0.014808	0.014007	0.013180	0.012329	0.011453	0.010553	0.009631	0.008687	0.007723	0.006739	0.005738	0.004720	0.003688	0.002644	0.001590	0.000531	
Time=1.730000	0.000494	0.001479	0.002460	0.003433	0.004397	0.005349	0.006288	0.007214	0.008125	0.009021	0.009902	0.010765	0.011611	0.012440	0.013250	0.014041	0.014812	0.015562	0.016292	0.016999	0.017684	0.018345	0.018983	0.019596	0.020183	0.020745	0.021281	0.021791	0.022274	0.022730	0.023159	0.023562	0.023938	0.024288	0.024613	0.024912	0.025187	0.025438	0.025667	0.025872	0.026057	0.026221	0.026365	0.026490	0.026598	0.026687	0.026760	0.026817	0.026858	0.026884	0.026895	0.026890	0.026870	0.026834	0.026782	0.026714	0.026629	0.026526	0.026406	0.026266	0.026108	0.025929	0.025729	0.025507	0.025263	0.024995	0.024704	0.024387	0.024045	0.023677	0.023282	0.022860	0.022410	0.021933	0.021427	0.020894	0.020332	0.019743	0.019125	0.018479	0.017805	0.017104	0.016376	0.015621	0.014840	0.014033	0.013202	0.012345	0.011465	0.010562	0.009637	0.008691	0.007725	0.006740	0.005738	0.004719	0.003687	0.002643	0.001590	0.000531	
Time=1.740000	0.000496	0.001486	0.002472	0.003449	0.004416	0.005372	0.006315	0.007243	0.008157	0.009055	0.009937	0.010801	0.011648	0.012477	0.013286	0.014077	0.014847	0.015597	0.016326	0.017033	0.017717	0.018378	0.019016	0.019629	0.020218	0.020782	0.021320	0.021833	0.022319	0.022780	0.023214	0.023623	0.024006	0.024363	0.024695	0.025003	0.025287	0.025547	0.025784	0.026000	0.026194	0.026367	0.026520	0.026654	0.026770	0.026867	0.026948	0.027011	0.027058	0.027088	0.027102	0.027100	0.027082	0.027047	0.026994	0.026925	0.026837	0.026731	0.026606	0.026461	0.026297	0.026111	0.025904	0.025674	0.025421	0.025145	0.024844	0.024518	0.024166	0.023788	0.023383	0.022951	0.022492	0.022006	0.021491	0.020949	0.020379	0.019781	0.019155	0.018502	0.017821	0.017114	0.016380	0.015621	0.014835	0.014025	0.013190	0.012331	0.011449	0.010545	0.009620	0.008674	0.007708	0.006724	0.005723	0.004707	0.003677	0.002636	0.001585	0.000529	
Time=1.750000	0.000499	0.001496	0.002488	0.003471	0.004444	0.005405	0.006352	0.007284	0.008200	0.009099	0.009981	0.010846	0.011691	0.012518	0.013325	0.014112	0.014879	0.015624	0.016349	0.017051	0.017731	0.018389	0.019023	0.019634	0.020221	0.020784	0.021323	0.021837	0.022327	0.022792	0.023233	0.023648	0.024040	0.024407	0.024750	0.025070	0.025366	0.025639	0.025890	0.026120	0.026327	0.026514	0.026680	0.026827	0.026954	0.027062	0.027151	0.027223	0.027276	0.027311	0.027329	0.027329	0.027311	0.027274	0.027220	0.027146	0.027053	0.026940	0.026807	0.026653	0.026479	0.026283	0.026064	0.025823	0.025559	0.025270	0.024957	0.024619	0.024255	0.023866	0.023450	0.023008	0.022539	0.022042	0.021519	0.020968	0.020390	0.019785	0.019153	0.018494	0.017809	0.017097	0.016359	0.015596	0.014808	0.013995	0.013159	0.012299	0.011417	0.010513	0.009589	0.008644	0.007680	0.006699	0.005701	0.004688	0.003662	0.002625	0.001579	0.000527	
Time=1.760000	0.000503	0.001507	0.002506	0.003496	0.004475	0.005441	0.006392	0.007327	0.008246	0.009147	0.010029	0.010893	0.011736	0.012560	0.013364	0.014146	0.014908	0.015648	0.016366	0.017063	0.017737	0.018390	0.019019	0.019626	0.020211	0.020772	0.021311	0.021827	0.022319	0.022789	0.023236	0.023660	0.024061	0.024439	0.024794	0.025127	0.025438	0.025727	0.025993	0.026238	0.026462	0.026664	0.026845	0.027005	0.027144	0.027264	0.027363	0.027442	0.027502	0.027542	0.027563	0.027563	0.027545	0.027506	0.027446	0.027367	0.027267	0.027145	0.027003	0.026839	0.026653	0.026445	0.026214	0.025960	0.025682	0.025381	0.025055	0.024705	0.024329	0.023928	0.023502	0.023049	0.022571	0.022066	0.021535	0.020977	0.020392	0.019782	0.019144	0.018481	0.017792	0.017076	0.016336	0.015570	0.014780	0.013965	0.013127	0.012267	0.011385	0.010481	0.009557	0.008614	0.007652	0.006673	0.005678	0.004669	0.003647	0.002613	0.001572	0.000525	
